Date,Day of week,Month,Season,Total Hospital Beds,Beds Occupied,Occupancy Rate (%),Daily Admissions,Daily Discharges,Emergency Admissions,ICU Admissions,Department,Public Holiday Indicator,Special Event Indicator,Staff Availability,Average Length of Stay,Year,net_bed_change
2029-06-24,Sunday,June,Summer,249,229,91.97,79,77,22,8,Orthopedics,No,No,89,4.3,2029,2
2029-06-25,Monday,June,Summer,320,214,66.88,96,94,45,14,ICU,No,No,88,8.3,2029,2
2029-06-26,Tuesday,June,Summer,418,380,90.91,49,35,16,7,Maternity,No,No,97,4.5,2029,14
2029-06-27,Wednesday,June,Summer,432,336,77.78,88,73,36,11,Maternity,No,No,100,2.2,2029,15
2029-06-28,Thursday,June,Summer,397,317,79.85,67,55,23,10,Cardiology,No,Yes,91,2.6,2029,12
2029-06-29,Friday,June,Summer,395,292,73.92,46,52,23,4,ICU,No,No,91,6.1,2029,-6
2029-06-30,Saturday,June,Summer,297,243,81.82,85,93,27,10,ICU,No,No,84,14.0,2029,-8
2029-07-01,Sunday,July,Summer,224,145,64.73,38,28,15,4,Cardiology,No,No,91,6.1,2029,10
2029-07-02,Monday,July,Summer,243,194,79.84,53,42,26,2,Surgery,No,No,87,5.8,2029,11
2029-07-03,Tuesday,July,Summer,296,260,87.84,86,87,43,5,Surgery,No,No,80,7.3,2029,-1
2029-07-04,Wednesday,July,Summer,446,307,68.83,37,41,20,5,Cardiology,No,No,84,6.8,2029,-4
2029-07-05,Thursday,July,Summer,449,291,64.81,105,94,49,5,Emergency,No,No,92,1.1,2029,11
2029-07-06,Friday,July,Summer,427,307,71.9,95,102,33,9,ICU,No,Yes,91,5.7,2029,-7
2029-07-07,Saturday,July,Summer,372,286,76.88,68,66,21,12,Surgery,No,No,90,8.5,2029,2
2029-07-08,Sunday,July,Summer,427,333,77.99,29,35,15,4,Pediatrics,No,No,80,5.9,2029,-6
2029-07-09,Monday,July,Summer,394,295,74.87,69,65,34,6,Orthopedics,No,No,94,7.4,2029,4
2029-07-10,Tuesday,July,Summer,434,347,79.95,104,99,28,6,Surgery,No,Yes,83,8.1,2029,5
2029-07-11,Wednesday,July,Summer,341,262,76.83,74,67,30,9,Surgery,No,No,91,4.6,2029,7
2029-07-12,Thursday,July,Summer,346,294,84.97,32,37,10,1,ICU,No,No,98,8.1,2029,-5
2029-07-13,Friday,July,Summer,323,303,93.81,66,75,21,7,Orthopedics,No,No,84,3.1,2029,-9
2029-07-14,Saturday,July,Summer,436,401,91.97,75,77,31,7,Orthopedics,No,No,83,3.4,2029,-2
2029-07-15,Sunday,July,Summer,370,314,84.86,84,87,31,14,ICU,No,No,97,9.8,2029,-3
2029-07-16,Monday,July,Summer,210,159,75.71,49,35,12,3,Emergency,No,No,92,1.3,2029,14
2029-07-17,Tuesday,July,Summer,235,223,94.89,104,109,33,15,Pediatrics,Yes,No,74,4.9,2029,-5
2029-07-18,Wednesday,July,Summer,297,255,85.86,108,97,40,9,ICU,No,No,95,12.4,2029,11
2029-07-19,Thursday,July,Summer,323,274,84.83,63,61,17,5,Maternity,No,No,100,2.3,2029,2
2029-07-20,Friday,July,Summer,445,293,65.84,107,105,54,7,ICU,No,Yes,77,6.0,2029,2
2029-07-21,Saturday,July,Summer,284,207,72.89,53,45,29,6,Emergency,No,No,95,2.2,2029,8
2029-07-22,Sunday,July,Summer,205,141,68.78,58,65,16,5,Cardiology,No,No,81,7.5,2029,-7
2029-07-23,Monday,July,Summer,416,328,78.85,87,77,39,14,Cardiology,No,No,86,5.8,2029,10
2029-07-24,Tuesday,July,Summer,296,195,65.88,68,55,27,11,Surgery,No,No,83,7.9,2029,13
2029-07-25,Wednesday,July,Summer,415,286,68.92,39,32,16,6,Surgery,No,No,93,5.5,2029,7
2029-07-26,Thursday,July,Summer,425,395,92.94,30,35,16,1,Orthopedics,No,No,82,5.4,2029,-5
2029-07-27,Friday,July,Summer,274,183,66.79,102,90,53,12,Orthopedics,No,No,98,7.2,2029,12
2029-07-28,Saturday,July,Summer,293,240,81.91,106,94,42,19,Orthopedics,No,No,86,2.4,2029,12
2029-07-29,Sunday,July,Summer,253,222,87.75,49,34,19,3,Emergency,No,No,100,0.6,2029,15
2029-07-30,Monday,July,Summer,363,290,79.89,100,109,50,15,Surgery,No,No,85,6.9,2029,-9
2029-07-31,Tuesday,July,Summer,227,172,75.77,88,82,43,9,ICU,No,No,88,8.7,2029,6
2029-08-01,Wednesday,August,Summer,442,300,67.87,81,91,24,10,Maternity,No,No,97,1.5,2029,-10
2029-08-02,Thursday,August,Summer,393,357,90.84,25,23,6,3,Maternity,No,No,83,3.2,2029,2
2029-08-03,Friday,August,Summer,409,294,71.88,104,96,37,11,Maternity,No,No,100,3.3,2029,8
2029-08-04,Saturday,August,Summer,186,148,79.57,87,79,44,5,ICU,No,No,93,13.1,2029,8
2029-08-05,Sunday,August,Summer,258,242,93.8,25,14,13,4,General Medicine,No,No,86,4.1,2029,11
2029-08-06,Monday,August,Summer,375,288,76.8,85,75,26,9,Emergency,No,No,97,1.1,2029,10
2029-08-07,Tuesday,August,Summer,413,330,79.9,74,77,32,10,Emergency,No,No,99,1.3,2029,-3
2029-08-08,Wednesday,August,Summer,273,199,72.89,86,91,39,10,Orthopedics,No,No,88,5.9,2029,-5
2029-08-09,Thursday,August,Summer,255,224,87.84,58,56,22,7,Surgery,No,No,89,4.0,2029,2
2029-08-10,Friday,August,Summer,423,321,75.89,35,28,17,3,Orthopedics,No,No,92,3.3,2029,7
2029-08-11,Saturday,August,Summer,378,291,76.98,104,97,46,14,Orthopedics,No,No,83,2.4,2029,7
2029-08-12,Sunday,August,Summer,307,288,93.81,71,72,35,11,Surgery,No,No,100,7.1,2029,-1
2029-08-13,Monday,August,Summer,355,255,71.83,88,81,47,13,ICU,No,No,92,10.1,2029,7
2029-08-14,Tuesday,August,Summer,340,244,71.76,95,105,52,14,General Medicine,No,No,88,4.9,2029,-10
2029-08-15,Wednesday,August,Summer,199,133,66.83,60,56,17,3,Maternity,No,No,83,2.2,2029,4
2029-08-16,Thursday,August,Summer,406,300,73.89,37,39,9,1,Pediatrics,No,Yes,84,6.0,2029,-2
2029-08-17,Friday,August,Summer,191,150,78.53,84,72,30,11,Emergency,No,No,81,2.3,2029,12
2029-08-18,Saturday,August,Summer,420,315,75.0,36,34,15,5,Emergency,No,No,80,1.7,2029,2
2029-08-19,Sunday,August,Summer,285,270,94.74,97,88,49,16,Pediatrics,No,No,93,7.3,2029,9
2029-08-20,Monday,August,Summer,320,275,85.94,57,49,18,3,Orthopedics,No,No,83,2.7,2029,8
2029-08-21,Tuesday,August,Summer,375,352,93.87,49,44,18,2,Emergency,No,No,98,1.1,2029,5
2029-08-22,Wednesday,August,Summer,421,290,68.88,67,75,17,4,Pediatrics,No,No,92,4.6,2029,-8
2029-08-23,Thursday,August,Summer,230,211,91.74,102,105,34,9,General Medicine,No,No,80,4.5,2029,-3
2029-08-24,Friday,August,Summer,420,344,81.9,38,48,18,2,Maternity,No,No,96,3.8,2029,-10
2029-08-25,Saturday,August,Summer,195,154,78.97,104,89,27,8,General Medicine,No,No,93,2.7,2029,15
2029-08-26,Sunday,August,Summer,262,233,88.93,55,59,20,3,General Medicine,No,No,89,6.8,2029,-4
2029-08-27,Monday,August,Summer,258,206,79.84,103,91,44,16,Orthopedics,No,No,97,6.2,2029,12
2029-08-28,Tuesday,August,Summer,438,372,84.93,71,57,33,5,Emergency,No,No,97,0.5,2029,14
2029-08-29,Wednesday,August,Summer,428,355,82.94,50,54,20,9,Emergency,No,No,99,2.1,2029,-4
2029-08-30,Thursday,August,Summer,217,145,66.82,100,105,40,10,Pediatrics,No,No,80,3.8,2029,-5
2029-08-31,Friday,August,Summer,419,398,94.99,58,55,27,3,Cardiology,No,Yes,73,2.1,2029,3
2029-09-01,Saturday,September,Autumn,304,279,91.78,99,87,42,6,Cardiology,No,No,80,5.5,2029,12
2029-09-02,Sunday,September,Autumn,212,182,85.85,39,40,14,3,Maternity,No,No,100,3.6,2029,-1
2029-09-03,Monday,September,Autumn,350,231,66.0,50,49,14,4,Pediatrics,No,No,93,2.9,2029,1
2029-09-04,Tuesday,September,Autumn,360,280,77.78,68,73,36,4,Pediatrics,No,No,95,7.1,2029,-5
2029-09-05,Wednesday,September,Autumn,289,208,71.97,32,42,14,4,Maternity,No,No,93,4.4,2029,-10
2029-09-06,Thursday,September,Autumn,189,130,68.78,113,112,45,7,Orthopedics,No,No,88,7.2,2029,1
2029-09-07,Friday,September,Autumn,395,268,67.85,59,57,23,10,Orthopedics,No,No,92,6.6,2029,2
2029-09-08,Saturday,September,Autumn,196,139,70.92,37,32,11,6,Pediatrics,No,No,100,2.6,2029,5
2029-09-09,Sunday,September,Autumn,301,252,83.72,92,82,29,16,Pediatrics,No,No,81,4.7,2029,10
2029-09-10,Monday,September,Autumn,195,183,93.85,103,98,27,17,Maternity,No,No,84,2.4,2029,5
2029-09-11,Tuesday,September,Autumn,239,179,74.9,63,58,33,9,Cardiology,No,No,100,5.7,2029,5
2029-09-12,Wednesday,September,Autumn,302,238,78.81,109,113,44,5,Pediatrics,No,No,94,2.3,2029,-4
2029-09-13,Thursday,September,Autumn,268,243,90.67,114,123,50,8,Surgery,No,No,93,3.6,2029,-9
2029-09-14,Friday,September,Autumn,407,370,90.91,82,92,42,6,General Medicine,No,No,89,2.2,2029,-10
2029-09-15,Saturday,September,Autumn,198,140,70.71,44,34,23,6,Maternity,No,No,95,2.7,2029,10
2029-09-16,Sunday,September,Autumn,284,264,92.96,114,109,38,6,Pediatrics,No,No,83,3.9,2029,5
2029-09-17,Monday,September,Autumn,368,257,69.84,62,66,33,10,Cardiology,No,No,86,3.7,2029,-4
2029-09-18,Tuesday,September,Autumn,252,239,94.84,40,33,19,3,Pediatrics,No,No,89,4.6,2029,7
2029-09-19,Wednesday,September,Autumn,374,276,73.8,110,102,38,13,General Medicine,No,No,86,5.3,2029,8
2029-09-20,Thursday,September,Autumn,239,162,67.78,77,80,23,5,General Medicine,No,No,99,3.0,2029,-3
2029-09-21,Friday,September,Autumn,210,155,73.81,108,98,43,13,Pediatrics,No,Yes,86,6.5,2029,10
2029-09-22,Saturday,September,Autumn,240,225,93.75,53,39,28,8,Pediatrics,No,No,80,4.2,2029,14
2029-09-23,Sunday,September,Autumn,406,349,85.96,55,49,21,7,ICU,No,No,87,10.8,2029,6
2029-09-24,Monday,September,Autumn,316,208,65.82,85,84,22,8,Emergency,No,No,93,0.5,2029,1
2029-09-25,Tuesday,September,Autumn,311,283,91.0,81,86,43,5,Emergency,No,No,90,0.9,2029,-5
2029-09-26,Wednesday,September,Autumn,299,230,76.92,34,28,17,6,General Medicine,No,No,84,6.6,2029,6
2029-09-27,Thursday,September,Autumn,421,282,66.98,103,93,37,5,General Medicine,No,No,96,6.4,2029,10
2029-09-28,Friday,September,Autumn,386,335,86.79,111,101,60,16,Surgery,No,No,92,7.2,2029,10
2029-09-29,Saturday,September,Autumn,371,270,72.78,81,77,28,5,General Medicine,No,No,90,3.2,2029,4
2029-09-30,Sunday,September,Autumn,214,181,84.58,96,106,31,15,Pediatrics,No,No,89,6.1,2029,-10
2029-10-01,Monday,October,Autumn,388,364,93.81,52,39,13,6,Maternity,No,No,82,2.0,2029,13
2029-10-02,Tuesday,October,Autumn,427,324,75.88,28,23,9,1,Cardiology,No,No,80,2.4,2029,5
2029-10-03,Wednesday,October,Autumn,397,333,83.88,78,85,20,6,Orthopedics,No,No,95,7.0,2029,-7
2029-10-04,Thursday,October,Autumn,287,186,64.81,29,24,10,3,Emergency,No,No,95,2.4,2029,5
2029-10-05,Friday,October,Autumn,326,221,67.79,41,47,20,3,ICU,No,No,96,13.1,2029,-6
2029-10-06,Saturday,October,Autumn,226,149,65.93,56,44,14,8,Orthopedics,No,No,88,4.4,2029,12
2029-10-07,Sunday,October,Autumn,391,304,77.75,111,105,53,10,Maternity,No,No,83,3.0,2029,6
2029-10-08,Monday,October,Autumn,269,247,91.82,101,103,48,9,Cardiology,No,No,91,3.2,2029,-2
2029-10-09,Tuesday,October,Autumn,224,185,82.59,108,100,30,7,Maternity,No,Yes,70,4.0,2029,8
2029-10-10,Wednesday,October,Autumn,204,132,64.71,46,48,21,2,Orthopedics,No,No,89,5.0,2029,-2
2029-10-11,Thursday,October,Autumn,386,250,64.77,93,103,31,15,Surgery,No,No,87,5.8,2029,-10
2029-10-12,Friday,October,Autumn,266,226,84.96,48,37,14,4,Maternity,No,No,81,1.5,2029,11
2029-10-13,Saturday,October,Autumn,405,287,70.86,64,73,32,8,Maternity,No,No,85,3.4,2029,-9
2029-10-14,Sunday,October,Autumn,196,137,69.9,32,23,16,4,General Medicine,No,No,82,4.1,2029,9
2029-10-15,Monday,October,Autumn,231,152,65.8,41,49,12,6,Surgery,No,No,85,6.1,2029,-8
2029-10-16,Tuesday,October,Autumn,294,261,88.78,53,42,20,7,General Medicine,No,No,92,6.6,2029,11
2029-10-17,Wednesday,October,Autumn,214,164,76.64,72,62,28,4,General Medicine,No,No,84,6.4,2029,10
2029-10-18,Thursday,October,Autumn,180,163,90.56,46,49,24,6,Emergency,No,No,94,1.9,2029,-3
2029-10-19,Friday,October,Autumn,193,171,88.6,65,52,22,4,Maternity,No,No,85,2.5,2029,13
2029-10-20,Saturday,October,Autumn,273,204,74.73,58,57,29,2,Emergency,No,No,89,2.1,2029,1
2029-10-21,Sunday,October,Autumn,318,302,94.97,74,73,36,13,Maternity,No,No,99,2.9,2029,1
2029-10-22,Monday,October,Autumn,335,274,81.79,92,100,28,15,ICU,No,No,93,7.4,2029,-8
2029-10-23,Tuesday,October,Autumn,261,172,65.9,59,47,25,4,Orthopedics,No,No,95,6.3,2029,12
2029-10-24,Wednesday,October,Autumn,329,273,82.98,88,97,40,14,Emergency,No,No,92,2.4,2029,-9
2029-10-25,Thursday,October,Autumn,217,180,82.95,79,68,27,3,Cardiology,No,No,91,2.0,2029,11
2029-10-26,Friday,October,Autumn,278,227,81.65,52,40,25,4,Surgery,No,No,93,8.9,2029,12
2029-10-27,Saturday,October,Autumn,325,289,88.92,99,107,52,7,Surgery,No,No,83,4.5,2029,-8
2029-10-28,Sunday,October,Autumn,300,267,89.0,37,36,15,5,ICU,No,No,84,8.5,2029,1
2029-10-29,Monday,October,Autumn,435,304,69.89,71,80,35,6,Emergency,No,No,88,2.5,2029,-9
2029-10-30,Tuesday,October,Autumn,204,140,68.63,65,64,33,4,Maternity,No,No,81,2.5,2029,1
2029-10-31,Wednesday,October,Autumn,302,199,65.89,62,68,34,3,ICU,No,No,81,5.6,2029,-6
2029-11-01,Thursday,November,Autumn,272,247,90.81,83,73,26,12,Maternity,No,No,88,4.4,2029,10
2029-11-02,Friday,November,Autumn,413,355,85.96,110,104,59,17,Cardiology,No,No,99,7.0,2029,6
2029-11-03,Saturday,November,Autumn,222,157,70.72,73,82,38,5,Pediatrics,No,No,96,5.2,2029,-9
2029-11-04,Sunday,November,Autumn,413,297,71.91,80,84,44,5,General Medicine,No,No,88,3.1,2029,-4
2029-11-05,Monday,November,Autumn,224,188,83.93,57,52,28,4,Cardiology,No,No,92,6.5,2029,5
2029-11-06,Tuesday,November,Autumn,249,196,78.71,112,102,44,11,Emergency,No,No,94,0.9,2029,10
2029-11-07,Wednesday,November,Autumn,345,296,85.8,67,67,26,4,Pediatrics,No,No,94,6.6,2029,0
2029-11-08,Thursday,November,Autumn,381,342,89.76,30,23,11,2,Maternity,No,No,88,1.7,2029,7
2029-11-09,Friday,November,Autumn,328,246,75.0,99,95,47,16,Orthopedics,No,No,91,3.3,2029,4
2029-11-10,Saturday,November,Autumn,185,142,76.76,37,43,17,5,General Medicine,No,No,89,2.1,2029,-6
2029-11-11,Sunday,November,Autumn,270,207,76.67,110,119,31,18,Orthopedics,No,No,94,2.9,2029,-9
2029-11-12,Monday,November,Autumn,311,233,74.92,76,68,32,5,General Medicine,No,No,82,6.9,2029,8
2029-11-13,Tuesday,November,Autumn,182,145,79.67,108,99,38,19,Orthopedics,No,No,96,4.0,2029,9
2029-11-14,Wednesday,November,Autumn,348,309,88.79,70,58,25,8,Pediatrics,No,No,85,6.4,2029,12
2029-11-15,Thursday,November,Autumn,387,255,65.89,94,85,47,13,Surgery,No,No,82,4.4,2029,9
2029-11-16,Friday,November,Autumn,374,299,79.95,49,46,12,2,Orthopedics,No,No,86,3.1,2029,3
2029-11-17,Saturday,November,Autumn,241,212,87.97,44,33,15,5,Emergency,No,No,89,1.1,2029,11
2029-11-18,Sunday,November,Autumn,257,200,77.82,85,76,30,12,Cardiology,No,No,87,5.5,2029,9
2029-11-19,Monday,November,Autumn,319,299,93.73,40,25,18,3,Pediatrics,No,No,89,5.0,2029,15
2029-11-20,Tuesday,November,Autumn,318,302,94.97,35,23,10,1,Pediatrics,No,No,86,6.3,2029,12
2029-11-21,Wednesday,November,Autumn,389,256,65.81,103,88,55,6,Orthopedics,No,No,100,7.4,2029,15
2029-11-22,Thursday,November,Autumn,289,225,77.85,98,105,30,12,Orthopedics,No,No,81,4.0,2029,-7
2029-11-23,Friday,November,Autumn,331,225,67.98,32,27,11,2,Orthopedics,No,No,88,6.4,2029,5
2029-11-24,Saturday,November,Autumn,266,247,92.86,98,105,46,16,Emergency,No,No,91,1.2,2029,-7
2029-11-25,Sunday,November,Autumn,283,234,82.69,72,70,24,9,Cardiology,Yes,No,69,4.6,2029,2
2029-11-26,Monday,November,Autumn,291,276,94.85,112,104,58,5,Pediatrics,No,No,83,4.1,2029,8
2029-11-27,Tuesday,November,Autumn,200,176,88.0,93,93,30,9,Surgery,No,No,94,6.8,2029,0
2029-11-28,Wednesday,November,Autumn,410,315,76.83,62,70,22,6,Emergency,No,No,81,1.3,2029,-8
2029-11-29,Thursday,November,Autumn,281,202,71.89,27,17,9,3,Cardiology,No,No,95,5.3,2029,10
2029-11-30,Friday,November,Autumn,328,223,67.99,27,31,14,3,ICU,No,No,87,12.0,2029,-4
2029-12-01,Saturday,December,Winter,354,247,69.77,111,100,52,18,Pediatrics,No,No,83,6.4,2029,11
2029-12-02,Sunday,December,Winter,378,325,85.98,82,88,27,6,Cardiology,No,No,83,7.3,2029,-6
2029-12-03,Monday,December,Winter,312,215,68.91,39,40,11,6,General Medicine,No,No,84,2.8,2029,-1
2029-12-04,Tuesday,December,Winter,243,177,72.84,99,97,34,10,Surgery,No,No,99,5.1,2029,2
2029-12-05,Wednesday,December,Winter,192,180,93.75,59,56,25,10,General Medicine,No,No,82,4.3,2029,3
2029-12-06,Thursday,December,Winter,264,171,64.77,59,57,24,5,Cardiology,No,No,92,2.5,2029,2
2029-12-07,Friday,December,Winter,263,228,86.69,105,115,45,15,Surgery,No,No,88,6.8,2029,-10
2029-12-08,Saturday,December,Winter,401,380,94.76,67,71,36,12,Surgery,No,No,100,7.5,2029,-4
2029-12-09,Sunday,December,Winter,341,320,93.84,34,29,11,6,Surgery,No,No,93,6.5,2029,5
2029-12-10,Monday,December,Winter,213,157,73.71,54,50,25,5,Pediatrics,No,No,87,5.4,2029,4
2029-12-11,Tuesday,December,Winter,236,165,69.92,102,97,31,8,Orthopedics,No,No,80,2.3,2029,5
2029-12-12,Wednesday,December,Winter,433,324,74.83,105,92,57,18,Pediatrics,No,No,97,2.9,2029,13
2029-12-13,Thursday,December,Winter,260,210,80.77,100,98,46,7,Surgery,No,No,83,8.3,2029,2
2029-12-14,Friday,December,Winter,338,290,85.8,27,23,9,1,ICU,No,No,84,10.9,2029,4
2029-12-15,Saturday,December,Winter,345,317,91.88,36,39,13,3,Surgery,No,No,99,7.1,2029,-3
2029-12-16,Sunday,December,Winter,241,202,83.82,35,31,18,2,Cardiology,No,No,80,3.8,2029,4
2029-12-17,Monday,December,Winter,180,162,90.0,57,58,16,8,Maternity,No,No,84,4.1,2029,-1
2029-12-18,Tuesday,December,Winter,352,256,72.73,58,63,23,5,Emergency,No,No,100,0.8,2029,-5
2029-12-19,Wednesday,December,Winter,442,322,72.85,50,37,14,7,Orthopedics,No,No,85,2.8,2029,13
2029-12-20,Thursday,December,Winter,378,279,73.81,56,53,24,5,Surgery,No,No,93,7.3,2029,3
2029-12-21,Friday,December,Winter,214,166,77.57,55,56,28,3,ICU,No,No,84,5.9,2029,-1
2029-12-22,Saturday,December,Winter,247,207,83.81,113,120,38,14,Orthopedics,No,No,96,3.5,2029,-7
2029-12-23,Sunday,December,Winter,216,179,82.87,102,108,51,12,Emergency,No,No,92,0.7,2029,-6
2029-12-24,Monday,December,Winter,197,130,65.99,102,105,27,13,Orthopedics,No,No,97,2.6,2029,-3
2029-12-25,Tuesday,December,Winter,299,275,91.97,99,108,52,6,Cardiology,No,Yes,86,3.1,2029,-9
2029-12-26,Wednesday,December,Winter,272,193,70.96,68,56,32,3,Pediatrics,No,No,84,7.4,2029,12
2029-12-27,Thursday,December,Winter,243,187,76.95,78,83,24,8,Maternity,No,Yes,75,1.7,2029,-5
2029-12-28,Friday,December,Winter,309,213,68.93,108,95,50,17,Maternity,No,No,99,2.8,2029,13
2029-12-29,Saturday,December,Winter,386,331,85.75,64,71,34,11,Pediatrics,No,No,87,3.2,2029,-7
2029-12-30,Sunday,December,Winter,234,187,79.91,73,66,23,5,Orthopedics,No,No,91,3.3,2029,7
2029-12-31,Monday,December,Winter,403,306,75.93,111,101,32,12,Pediatrics,No,No,95,4.9,2029,10
2030-01-01,Tuesday,January,Winter,226,167,73.89,66,51,26,8,Pediatrics,No,No,94,7.2,2030,15
2030-01-02,Wednesday,January,Winter,350,294,84.0,90,84,36,13,Cardiology,No,No,93,6.0,2030,6
2030-01-03,Thursday,January,Winter,261,180,68.97,34,31,11,5,Maternity,No,No,96,2.8,2030,3
2030-01-04,Friday,January,Winter,262,230,87.79,88,75,24,10,Maternity,No,No,100,3.1,2030,13
2030-01-05,Saturday,January,Winter,270,194,71.85,36,43,14,6,Pediatrics,No,No,93,2.6,2030,-7
2030-01-06,Sunday,January,Winter,246,204,82.93,69,66,34,9,Pediatrics,No,No,90,5.8,2030,3
2030-01-07,Monday,January,Winter,357,267,74.79,71,61,21,10,Cardiology,No,No,81,6.2,2030,10
2030-01-08,Tuesday,January,Winter,303,245,80.86,69,64,19,8,Maternity,No,No,93,2.1,2030,5
2030-01-09,Wednesday,January,Winter,304,261,85.86,113,111,29,8,Maternity,No,No,81,2.1,2030,2
2030-01-10,Thursday,January,Winter,447,375,83.89,106,101,41,9,Emergency,No,No,83,2.2,2030,5
2030-01-11,Friday,January,Winter,180,118,65.56,32,24,14,4,Cardiology,No,No,91,3.0,2030,8
2030-01-12,Saturday,January,Winter,359,272,75.77,109,96,28,14,Cardiology,Yes,Yes,81,4.8,2030,13
2030-01-13,Sunday,January,Winter,298,241,80.87,62,66,26,5,Cardiology,No,Yes,91,2.5,2030,-4
2030-01-14,Monday,January,Winter,203,142,69.95,45,46,23,7,Emergency,No,No,95,2.1,2030,-1
2030-01-15,Tuesday,January,Winter,233,193,82.83,50,45,19,2,General Medicine,No,No,89,6.0,2030,5
2030-01-16,Wednesday,January,Winter,400,340,85.0,68,78,35,8,Orthopedics,No,No,95,6.9,2030,-10
2030-01-17,Thursday,January,Winter,319,293,91.85,85,72,44,13,Orthopedics,No,No,85,7.2,2030,13
2030-01-18,Friday,January,Winter,325,269,82.77,94,84,41,12,Surgery,No,No,84,7.2,2030,10
2030-01-19,Saturday,January,Winter,384,253,65.89,51,38,20,5,Orthopedics,No,No,96,4.6,2030,13
2030-01-20,Sunday,January,Winter,310,251,80.97,66,74,28,7,ICU,No,No,91,10.4,2030,-8
2030-01-21,Monday,January,Winter,318,286,89.94,31,22,12,1,Emergency,No,No,91,1.3,2030,9
2030-01-22,Tuesday,January,Winter,272,179,65.81,115,100,40,12,Emergency,No,No,97,1.5,2030,15
2030-01-23,Wednesday,January,Winter,323,235,72.76,97,87,41,16,Orthopedics,No,No,80,7.0,2030,10
2030-01-24,Thursday,January,Winter,317,282,88.96,37,42,13,5,Emergency,No,No,87,1.0,2030,-5
2030-01-25,Friday,January,Winter,342,300,87.72,105,96,55,12,General Medicine,No,No,81,3.4,2030,9
2030-01-26,Saturday,January,Winter,184,156,84.78,86,86,29,15,Surgery,No,No,83,5.5,2030,0
2030-01-27,Sunday,January,Winter,294,244,82.99,30,34,12,4,ICU,No,No,95,5.6,2030,-4
2030-01-28,Monday,January,Winter,303,266,87.79,76,64,23,9,Cardiology,No,No,81,6.7,2030,12
2030-01-29,Tuesday,January,Winter,278,258,92.81,108,101,53,8,Maternity,No,No,81,2.6,2030,7
2030-01-30,Wednesday,January,Winter,308,246,79.87,51,55,23,8,Pediatrics,No,No,84,6.8,2030,-4
2030-01-31,Thursday,January,Winter,334,300,89.82,109,119,31,13,ICU,No,No,92,11.3,2030,-10
2030-02-01,Friday,February,Winter,312,268,85.9,94,82,51,13,Orthopedics,No,No,98,2.0,2030,12
2030-02-02,Saturday,February,Winter,387,344,88.89,107,109,31,16,General Medicine,No,No,97,4.1,2030,-2
2030-02-03,Sunday,February,Winter,210,191,90.95,57,59,18,5,Surgery,No,No,84,8.2,2030,-2
2030-02-04,Monday,February,Winter,291,212,72.85,54,50,20,4,ICU,No,No,86,7.4,2030,4
2030-02-05,Tuesday,February,Winter,418,334,79.9,66,61,32,3,Cardiology,No,No,86,5.1,2030,5
2030-02-06,Wednesday,February,Winter,409,335,81.91,109,109,56,12,General Medicine,No,No,93,6.9,2030,0
2030-02-07,Thursday,February,Winter,272,217,79.78,108,106,54,9,General Medicine,No,No,82,7.1,2030,2
2030-02-08,Friday,February,Winter,218,172,78.9,42,28,19,3,Surgery,No,No,97,5.9,2030,14
2030-02-09,Saturday,February,Winter,239,200,83.68,54,53,29,2,Orthopedics,No,No,82,2.8,2030,1
2030-02-10,Sunday,February,Winter,378,257,67.99,43,38,13,4,Surgery,No,No,94,4.3,2030,5
2030-02-11,Monday,February,Winter,351,273,77.78,37,25,17,2,General Medicine,No,No,80,5.1,2030,12
2030-02-12,Tuesday,February,Winter,280,196,70.0,66,59,35,9,ICU,No,No,93,12.9,2030,7
2030-02-13,Wednesday,February,Winter,265,196,73.96,80,71,41,10,General Medicine,No,No,95,2.1,2030,9
2030-02-14,Thursday,February,Winter,438,306,69.86,95,95,40,15,Maternity,No,No,94,3.2,2030,0
2030-02-15,Friday,February,Winter,184,172,93.48,40,41,11,5,Pediatrics,No,No,91,4.0,2030,-1
2030-02-16,Saturday,February,Winter,208,149,71.63,57,51,30,9,Orthopedics,No,No,95,4.4,2030,6
2030-02-17,Sunday,February,Winter,227,170,74.89,79,89,41,3,ICU,No,No,88,11.6,2030,-10
2030-02-18,Monday,February,Winter,404,359,88.86,69,75,18,4,Orthopedics,No,No,86,2.8,2030,-6
2030-02-19,Tuesday,February,Winter,326,309,94.79,103,108,37,11,Emergency,No,No,83,2.2,2030,-5
2030-02-20,Wednesday,February,Winter,365,339,92.88,76,75,39,9,Cardiology,No,No,88,4.3,2030,1
2030-02-21,Thursday,February,Winter,418,363,86.84,36,28,12,2,Pediatrics,No,No,84,4.3,2030,8
2030-02-22,Friday,February,Winter,276,259,93.84,86,78,42,13,Emergency,No,No,86,2.3,2030,8
2030-02-23,Saturday,February,Winter,322,251,77.95,38,36,15,6,Orthopedics,No,No,81,2.6,2030,2
2030-02-24,Sunday,February,Winter,339,237,69.91,40,46,19,6,General Medicine,No,No,88,2.9,2030,-6
2030-02-25,Monday,February,Winter,378,245,64.81,79,81,31,10,Orthopedics,No,No,93,5.8,2030,-2
2030-02-26,Tuesday,February,Winter,337,222,65.88,34,29,15,1,ICU,No,No,81,13.6,2030,5
2030-02-27,Wednesday,February,Winter,344,302,87.79,67,68,16,11,Emergency,No,No,80,1.5,2030,-1
