Date,Day of week,Month,Season,Total Hospital Beds,Beds Occupied,Occupancy Rate (%),Daily Admissions,Daily Discharges,Emergency Admissions,ICU Admissions,Department,Public Holiday Indicator,Special Event Indicator,Staff Availability,Average Length of Stay,Year,net_bed_change,Calculated Occupancy Rate (%),Month Number,Day,Day of Year,Week of Year,Quarter,Is Weekend,Holiday Flag,Special Event Flag,Department Encoded,Season Encoded,Day of Week,Day of Week Encoded,Lag Occupancy 1 Day,Lag Occupancy 7 Days,Rolling Occupancy 7 Days,Rolling Admissions 7 Days
2027-05-03,Monday,May,Spring,344,237,68.9,49,44,21,2,Cardiology,No,No,91,4.5,2027,5,68.9,5,3,123,18,2,0,0,0,0,1,Monday,1,74.81,81.67,80.42857142857143,76.28571428571429
2027-05-04,Tuesday,May,Spring,278,261,93.88,31,17,8,1,Emergency,No,No,97,1.8,2027,14,93.88,5,4,124,18,2,0,0,0,1,1,Tuesday,5,70.83,90.79,82.96142857142857,57.42857142857143
2027-05-05,Wednesday,May,Spring,272,225,82.72,47,56,24,4,Orthopedics,No,No,97,6.9,2027,-9,82.72,5,5,125,18,2,0,0,0,5,1,Wednesday,6,71.99,88.76,75.86571428571428,67.42857142857143
2027-05-06,Thursday,May,Spring,252,166,65.87,84,78,43,5,ICU,No,No,87,12.1,2027,6,65.87,5,6,126,18,2,0,0,0,3,1,Thursday,4,81.85,72.73,76.58857142857143,80.71428571428571
2027-05-07,Friday,May,Spring,382,328,85.86,42,44,15,6,Surgery,No,No,98,4.7,2027,-2,85.86,5,7,127,18,2,0,0,0,7,1,Friday,0,88.97,78.79,80.30857142857143,73.57142857142857
2027-05-08,Saturday,May,Spring,419,297,70.88,70,72,24,6,Maternity,No,No,90,2.0,2027,-2,70.88,5,8,128,18,2,1,0,0,4,1,Saturday,2,78.78,72.7,81.02142857142857,62.285714285714285
2027-05-09,Sunday,May,Spring,444,341,76.8,83,93,36,6,Emergency,No,Yes,89,2.5,2027,-10,76.8,5,9,129,18,2,1,0,1,1,1,Sunday,3,93.88,82.7,82.11857142857141,65.0
2027-05-10,Monday,May,Spring,318,276,86.79,79,65,21,11,Maternity,No,No,94,4.3,2027,14,86.79,5,10,130,19,2,0,0,0,4,1,Monday,1,70.88,87.94,80.85714285714286,64.28571428571429
2027-05-11,Tuesday,May,Spring,374,273,72.99,101,105,37,10,Surgery,No,No,93,6.8,2027,-4,72.99,5,11,131,19,2,0,0,0,7,1,Tuesday,5,85.86,77.93,79.60285714285715,80.57142857142857
2027-05-12,Wednesday,May,Spring,421,294,69.83,45,32,23,8,General Medicine,No,No,95,5.0,2027,13,69.83,5,12,132,19,2,0,0,0,2,1,Wednesday,6,94.98,93.6,76.98285714285714,84.28571428571429
2027-05-13,Thursday,May,Spring,224,168,75.0,63,57,20,5,Pediatrics,No,No,89,7.2,2027,6,75.0,5,13,133,19,2,0,0,0,6,1,Thursday,4,67.68,76.82,76.86,60.57142857142857
2027-05-14,Friday,May,Spring,232,157,67.67,82,77,27,7,Surgery,No,No,88,8.4,2027,5,67.67,5,14,134,19,2,0,0,0,7,1,Friday,0,72.99,74.8,78.58428571428571,77.85714285714286
2027-05-15,Saturday,May,Spring,331,225,67.98,62,51,25,11,Emergency,Yes,No,85,2.5,2027,11,67.98,5,15,135,19,2,1,1,0,1,1,Saturday,2,76.8,90.85,78.85142857142856,65.71428571428571
2027-05-16,Sunday,May,Spring,227,154,67.84,112,110,36,11,Orthopedics,No,No,95,7.5,2027,2,67.84,5,16,136,19,2,1,0,0,5,1,Sunday,3,82.72,85.96,73.27714285714286,71.71428571428571
2027-05-17,Monday,May,Spring,397,373,93.95,72,71,28,7,ICU,No,No,86,9.9,2027,1,93.95,5,17,137,20,2,0,0,0,3,1,Monday,1,65.87,92.93,76.73428571428572,77.85714285714286
2027-05-18,Tuesday,May,Spring,387,363,93.8,71,60,29,3,General Medicine,No,No,89,2.3,2027,11,93.8,5,18,138,20,2,0,0,0,2,1,Tuesday,5,69.83,78.66,79.14571428571428,80.42857142857143
2027-05-19,Wednesday,May,Spring,368,309,83.97,53,54,19,3,Maternity,No,No,93,2.6,2027,-1,83.97,5,19,139,20,2,0,0,0,4,1,Wednesday,6,86.79,87.81,80.30857142857143,55.857142857142854
2027-05-20,Thursday,May,Spring,263,199,75.67,113,104,56,14,Pediatrics,No,No,82,2.2,2027,9,75.67,5,20,140,20,2,0,0,0,6,1,Thursday,4,75.0,76.83,76.69428571428571,65.71428571428571
2027-05-21,Friday,May,Spring,252,204,80.95,26,30,6,4,General Medicine,No,No,91,6.9,2027,-4,80.95,5,21,141,20,2,0,0,0,2,1,Friday,0,93.8,80.9,79.15285714285713,69.28571428571429
2027-05-22,Saturday,May,Spring,361,310,85.87,76,79,32,3,Maternity,No,No,89,3.7,2027,-3,85.87,5,22,142,20,2,1,0,0,4,1,Saturday,2,83.97,94.77,79.03714285714285,62.57142857142857
2027-05-23,Sunday,May,Spring,397,258,64.99,32,17,15,2,Cardiology,No,No,94,4.8,2027,15,64.99,5,23,143,20,2,1,0,0,0,1,Sunday,3,68.9,84.76,77.60428571428572,76.14285714285714
2027-05-24,Monday,May,Spring,190,125,65.79,106,103,50,12,Cardiology,No,Yes,86,2.8,2027,3,65.79,5,24,144,21,2,0,0,1,0,1,Monday,1,64.99,72.89,76.59,78.0
2027-05-25,Tuesday,May,Spring,382,347,90.84,74,68,21,3,Maternity,No,No,92,2.1,2027,6,90.84,5,25,145,21,2,0,0,0,4,1,Tuesday,5,85.87,67.98,82.30285714285715,69.14285714285714
2027-05-26,Wednesday,May,Spring,288,264,91.67,79,83,38,4,ICU,No,No,98,13.9,2027,-4,91.67,5,26,146,21,2,0,0,0,3,1,Wednesday,6,93.95,64.78,80.57571428571428,75.14285714285714
2027-05-27,Thursday,May,Spring,224,165,73.66,60,46,30,7,Orthopedics,No,No,89,3.7,2027,14,73.66,5,27,147,21,2,0,0,0,5,1,Thursday,4,67.84,73.89,73.24428571428572,70.14285714285714
2027-05-28,Friday,May,Spring,247,180,72.87,72,59,20,4,Surgery,No,No,94,3.5,2027,13,72.87,5,28,148,21,2,0,0,0,7,1,Friday,0,67.67,73.8,78.45142857142856,74.42857142857143
2027-05-29,Saturday,May,Spring,193,175,90.67,112,105,38,17,General Medicine,No,No,87,2.3,2027,7,90.67,5,29,149,21,2,1,0,0,2,1,Saturday,2,80.95,76.9,81.12,78.0
2027-05-30,Sunday,May,Spring,324,213,65.74,97,103,35,4,Cardiology,No,Yes,75,6.9,2027,-6,65.74,5,30,150,21,2,1,0,1,0,1,Sunday,3,65.79,88.67,73.31428571428572,84.42857142857143
2027-05-31,Monday,May,Spring,440,294,66.82,43,33,10,2,Pediatrics,No,Yes,91,4.4,2027,10,66.82,5,31,151,22,2,0,0,1,6,1,Monday,1,75.67,83.94,74.24857142857142,66.14285714285714
2027-06-01,Tuesday,June,Summer,249,211,84.74,25,32,10,3,Cardiology,No,No,98,2.9,2027,-7,84.74,6,1,152,22,2,0,0,0,0,2,Tuesday,5,65.74,90.0,72.56285714285714,74.28571428571429
2027-06-02,Wednesday,June,Summer,282,197,69.86,91,97,33,6,General Medicine,No,No,85,2.5,2027,-6,69.86,6,2,153,22,2,0,0,0,2,2,Wednesday,6,90.67,64.88,81.83142857142857,75.0
2027-06-03,Thursday,June,Summer,252,229,90.87,68,65,32,12,General Medicine,No,No,95,4.1,2027,3,90.87,6,3,154,22,2,0,0,0,2,2,Thursday,4,69.86,72.73,84.42285714285715,73.71428571428571
2027-06-04,Friday,June,Summer,336,288,85.71,55,62,27,2,Pediatrics,No,No,84,6.8,2027,-7,85.71,6,4,155,22,2,0,0,0,6,2,Friday,0,66.82,82.89,74.65142857142857,66.14285714285714
2027-06-05,Saturday,June,Summer,199,139,69.85,61,62,22,4,Emergency,No,No,100,2.4,2027,-1,69.85,6,5,156,22,2,1,0,0,1,2,Saturday,2,67.98,82.87,76.99142857142856,58.857142857142854
2027-06-06,Sunday,June,Summer,324,249,76.85,65,65,32,6,Orthopedics,No,No,86,5.2,2027,0,76.85,6,6,157,22,2,1,0,0,5,2,Sunday,3,73.66,71.97,73.94142857142856,63.42857142857143
2027-06-07,Monday,June,Summer,337,232,68.84,67,62,19,11,Orthopedics,No,No,94,7.1,2027,5,68.84,6,7,158,23,2,0,0,0,5,2,Monday,1,76.85,77.78,72.66428571428571,67.71428571428571
2027-06-08,Tuesday,June,Summer,398,258,64.82,114,111,45,14,Maternity,No,No,97,3.1,2027,3,64.82,6,8,159,23,2,0,0,0,4,2,Tuesday,5,90.84,78.99,80.27857142857142,79.57142857142857
2027-06-09,Wednesday,June,Summer,336,228,67.86,77,71,32,13,Emergency,No,No,90,0.6,2027,6,67.86,6,9,160,23,2,0,0,0,1,2,Wednesday,6,69.85,72.61,76.31285714285715,58.142857142857146
2027-06-10,Thursday,June,Summer,398,354,88.94,28,15,12,1,Surgery,No,No,88,8.6,2027,13,88.94,6,10,161,23,2,0,0,0,7,2,Thursday,4,72.87,75.92,80.31142857142858,63.0
2027-06-11,Friday,June,Summer,307,217,70.68,109,97,31,11,Maternity,No,No,95,3.7,2027,12,70.68,6,11,162,23,2,0,0,0,4,2,Friday,0,64.82,78.78,79.12142857142858,82.14285714285714
2027-06-12,Saturday,June,Summer,434,290,66.82,85,94,22,12,Pediatrics,No,No,84,4.6,2027,-9,66.82,6,12,163,23,2,1,0,0,6,2,Saturday,2,85.71,65.82,74.7942857142857,71.14285714285714
2027-06-13,Sunday,June,Summer,299,209,69.9,57,63,17,7,Orthopedics,No,No,82,3.9,2027,-6,69.9,6,13,164,23,2,1,0,0,5,2,Sunday,3,68.84,66.75,73.11428571428571,63.42857142857143
2027-06-14,Monday,June,Summer,209,152,72.73,25,16,9,2,ICU,No,No,96,11.6,2027,9,72.73,6,14,165,24,2,0,0,0,3,2,Monday,1,91.67,70.99,80.82428571428571,65.14285714285714
2027-06-15,Tuesday,June,Summer,256,176,68.75,76,85,21,12,Maternity,No,No,92,1.9,2027,-9,68.75,6,15,166,24,2,0,0,0,4,2,Tuesday,5,70.68,70.88,78.81714285714285,83.0
2027-06-16,Wednesday,June,Summer,255,229,89.8,82,87,32,7,Pediatrics,No,No,90,7.2,2027,-5,89.8,6,16,167,24,2,0,0,0,6,2,Wednesday,6,66.82,85.86,75.35714285714286,73.42857142857143
2027-06-17,Thursday,June,Summer,187,143,76.47,33,24,12,5,Emergency,No,No,93,1.8,2027,9,76.47,6,17,168,24,2,0,0,0,1,2,Thursday,4,67.86,86.99,74.80999999999999,56.57142857142857
2027-06-18,Friday,June,Summer,279,248,88.89,26,35,14,3,Emergency,No,No,81,1.4,2027,-9,88.89,6,18,169,24,2,0,0,0,1,2,Friday,0,76.47,70.83,77.39,53.285714285714285
2027-06-19,Saturday,June,Summer,385,304,78.96,52,54,25,5,ICU,No,No,92,8.5,2027,-2,78.96,6,19,170,24,2,1,0,0,3,2,Saturday,2,72.73,74.89,81.4057142857143,56.57142857142857
2027-06-20,Sunday,June,Summer,334,297,88.92,89,86,24,16,Cardiology,No,No,97,3.9,2027,3,88.92,6,20,171,24,2,1,0,0,0,2,Sunday,3,84.74,82.97,73.41285714285713,72.71428571428571
2027-06-21,Monday,June,Summer,391,363,92.84,88,75,25,5,Cardiology,No,No,99,3.2,2027,13,92.84,6,21,172,25,2,0,0,0,0,2,Monday,1,88.92,74.81,75.98857142857142,69.42857142857143
2027-06-22,Tuesday,June,Summer,415,311,74.94,113,102,47,15,Surgery,No,No,80,4.9,2027,11,74.94,6,22,173,25,2,0,0,0,7,2,Tuesday,5,88.94,84.88,78.89142857142858,72.14285714285714
2027-06-23,Wednesday,June,Summer,221,176,79.64,81,85,24,14,Pediatrics,No,No,84,2.6,2027,-4,79.64,6,23,174,25,2,0,0,0,6,2,Wednesday,6,89.8,67.68,77.0657142857143,74.57142857142857
2027-06-24,Thursday,June,Summer,203,160,78.82,86,92,22,4,General Medicine,No,No,100,4.4,2027,-6,78.82,6,24,175,25,2,0,0,0,2,2,Thursday,4,90.87,94.98,82.11428571428571,71.28571428571429
2027-06-25,Friday,June,Summer,432,293,67.82,95,84,29,10,Emergency,No,No,87,1.2,2027,11,67.82,6,25,176,25,2,0,0,0,1,2,Friday,0,88.89,93.88,73.66714285714285,62.42857142857143
2027-06-26,Saturday,June,Summer,221,183,82.81,101,104,26,15,Emergency,No,No,84,0.5,2027,-3,82.81,6,26,177,25,2,1,0,0,1,2,Saturday,2,67.82,76.8,74.52571428571427,65.0
2027-06-27,Sunday,June,Summer,347,246,70.89,92,91,35,6,General Medicine,Yes,No,75,3.2,2027,1,70.89,6,27,178,25,2,1,1,0,2,2,Sunday,3,78.82,69.83,82.26571428571428,78.0
2027-06-28,Monday,June,Summer,209,192,91.87,59,61,16,9,Pediatrics,No,No,96,2.9,2027,-2,91.87,6,28,179,26,2,0,0,0,6,2,Monday,1,79.64,75.0,79.47571428571429,74.0
2027-06-29,Tuesday,June,Summer,231,212,91.77,100,97,40,5,Pediatrics,Yes,No,63,6.9,2027,3,91.77,6,29,180,26,2,0,1,0,6,2,Tuesday,5,91.87,75.67,81.77571428571427,72.14285714285714
2027-06-30,Wednesday,June,Summer,355,308,86.76,49,39,15,4,Pediatrics,No,No,99,3.3,2027,10,86.76,6,30,181,26,2,0,0,0,6,2,Wednesday,6,91.77,66.82,84.62428571428572,73.0
2027-07-01,Thursday,July,Summer,372,323,86.83,48,54,15,2,ICU,No,Yes,81,9.4,2027,-6,86.83,7,1,182,26,3,0,0,1,3,2,Thursday,4,78.96,84.81,81.69428571428571,55.0
2027-07-02,Friday,July,Summer,384,264,68.75,49,57,23,8,Surgery,No,Yes,85,7.1,2027,-8,68.75,7,2,183,26,3,0,0,1,7,2,Friday,0,74.94,88.97,76.00285714285714,69.57142857142857
2027-07-03,Saturday,July,Summer,183,150,81.97,71,60,34,4,Orthopedics,No,No,85,4.1,2027,11,81.97,7,3,184,26,3,1,0,0,5,2,Saturday,2,69.9,71.99,74.53999999999999,68.42857142857143
2027-07-04,Sunday,July,Summer,447,388,86.8,104,102,35,6,Maternity,No,No,85,2.0,2027,2,86.8,7,4,185,26,3,1,0,0,4,2,Sunday,3,68.75,86.79,78.81857142857143,86.57142857142857
2027-07-05,Monday,July,Summer,181,146,80.66,84,80,32,9,Orthopedics,No,No,98,3.1,2027,4,80.66,7,5,186,27,3,0,0,0,5,2,Monday,1,81.97,82.72,74.24571428571429,73.71428571428571
2027-07-06,Tuesday,July,Summer,370,336,90.81,69,57,35,10,Surgery,No,No,96,4.4,2027,12,90.81,7,6,187,27,3,0,0,0,7,2,Tuesday,5,68.75,85.86,76.71000000000001,73.42857142857143
2027-07-07,Wednesday,July,Summer,349,265,75.93,26,31,7,2,Cardiology,No,No,94,7.2,2027,-5,75.93,7,7,188,27,3,0,0,0,0,2,Wednesday,6,92.84,68.9,76.99285714285715,66.14285714285714
2027-07-08,Thursday,July,Summer,302,232,76.82,79,80,25,10,General Medicine,No,No,92,4.6,2027,-1,76.82,7,8,189,27,3,0,0,0,2,2,Thursday,4,70.89,93.8,79.84,79.14285714285714
2027-07-09,Friday,July,Summer,434,407,93.78,32,37,15,5,Surgery,No,No,80,3.5,2027,-5,93.78,7,9,190,27,3,0,0,0,7,2,Friday,0,90.81,72.99,79.67999999999999,63.57142857142857
2027-07-10,Saturday,July,Summer,280,212,75.71,101,105,30,13,ICU,No,No,82,6.3,2027,-4,75.71,7,10,191,27,3,1,0,0,3,2,Saturday,2,86.83,81.85,80.81714285714285,65.85714285714286
2027-07-11,Sunday,July,Summer,212,142,66.98,30,31,16,5,General Medicine,No,Yes,84,3.2,2027,-1,66.98,7,11,192,27,3,1,0,1,2,2,Sunday,3,76.82,80.95,77.8442857142857,79.71428571428571
2027-07-12,Monday,July,Summer,378,245,64.81,63,63,32,8,General Medicine,No,No,90,5.0,2027,0,64.81,7,12,193,28,3,0,0,0,2,2,Monday,1,66.98,90.67,74.14999999999999,72.71428571428571
2027-07-13,Tuesday,July,Summer,210,155,73.81,39,42,14,6,Pediatrics,No,No,90,2.1,2027,-3,73.81,7,13,194,28,3,0,0,0,6,2,Tuesday,5,86.76,85.71,82.92428571428572,70.71428571428571
2027-07-14,Wednesday,July,Summer,235,190,80.85,52,38,17,8,Surgery,No,No,94,3.8,2027,14,80.85,7,14,195,28,3,0,0,0,7,2,Wednesday,6,93.78,67.67,81.56285714285715,59.285714285714285
2027-07-15,Thursday,July,Summer,364,331,90.93,27,28,12,4,Cardiology,No,No,100,5.9,2027,-1,90.93,7,15,196,28,3,0,0,0,0,2,Thursday,4,75.93,64.99,80.69857142857143,65.42857142857143
2027-07-16,Friday,July,Summer,445,298,66.97,98,89,45,15,Orthopedics,No,No,81,3.4,2027,9,66.97,7,16,197,28,3,0,0,0,5,2,Friday,0,80.66,67.84,74.12142857142858,71.71428571428571
2027-07-17,Saturday,July,Summer,318,276,86.79,30,32,9,2,ICU,No,No,84,7.9,2027,-2,86.79,7,17,198,28,3,1,0,0,3,2,Saturday,2,75.71,65.87,83.80571428571429,58.142857142857146
2027-07-18,Sunday,July,Summer,194,162,83.51,48,57,25,8,ICU,Yes,No,84,13.3,2027,-9,83.51,7,18,199,28,3,1,1,0,3,2,Sunday,3,86.79,93.95,82.31428571428572,54.714285714285715
2027-07-19,Monday,July,Summer,450,351,78.0,55,61,30,6,Cardiology,No,No,97,5.0,2027,-6,78.0,7,19,200,29,3,0,0,0,0,2,Monday,1,90.93,65.79,82.44285714285715,58.142857142857146
2027-07-20,Tuesday,July,Summer,442,419,94.8,64,54,26,3,Orthopedics,Yes,No,80,7.5,2027,10,94.8,7,20,201,29,3,0,1,0,5,2,Tuesday,5,66.97,73.66,77.14142857142858,72.28571428571429
2027-07-21,Wednesday,July,Summer,239,198,82.85,73,74,27,10,ICU,No,Yes,84,10.0,2027,-1,82.85,7,21,202,29,3,0,0,1,3,2,Wednesday,6,83.51,91.67,81.05428571428571,53.857142857142854
2027-07-22,Thursday,July,Summer,343,233,67.93,99,88,53,9,Maternity,No,No,87,3.9,2027,11,67.93,7,22,203,29,3,0,0,0,4,2,Thursday,4,86.8,83.97,76.52714285714286,93.14285714285714
2027-07-23,Friday,July,Summer,390,315,80.77,93,78,32,5,Pediatrics,No,No,96,7.5,2027,15,80.77,7,23,204,29,3,0,0,0,6,2,Friday,0,73.81,66.82,84.91714285714286,71.85714285714286
2027-07-24,Saturday,July,Summer,330,221,66.97,37,47,10,3,Orthopedics,No,No,98,4.7,2027,-10,66.97,7,24,205,29,3,1,0,0,5,2,Saturday,2,94.8,76.85,75.73,68.28571428571429
2027-07-25,Sunday,July,Summer,426,310,72.77,29,33,8,2,Pediatrics,No,No,98,6.8,2027,-4,72.77,7,25,206,29,3,1,0,0,6,2,Sunday,3,80.77,89.8,82.48428571428572,64.28571428571429
2027-07-26,Monday,July,Summer,242,181,74.79,49,45,20,2,Maternity,No,No,80,2.6,2027,4,74.79,7,26,207,30,3,0,0,0,4,2,Monday,1,67.93,85.87,74.94428571428571,89.28571428571429
2027-07-27,Tuesday,July,Summer,322,305,94.72,39,33,18,3,General Medicine,No,Yes,86,4.7,2027,6,94.72,7,27,208,30,3,0,0,1,2,2,Tuesday,5,64.81,69.86,77.70142857142856,65.28571428571429
2027-07-28,Wednesday,July,Summer,293,193,65.87,43,40,11,6,ICU,No,No,81,9.2,2027,3,65.87,7,28,209,30,3,0,0,0,3,2,Wednesday,6,82.85,72.73,80.07428571428571,56.42857142857143
2027-07-29,Thursday,July,Summer,185,153,82.7,67,70,21,7,General Medicine,No,No,82,4.8,2027,-3,82.7,7,29,210,30,3,0,0,0,2,2,Thursday,4,94.72,90.87,76.53428571428572,65.14285714285714
2027-07-30,Friday,July,Summer,443,363,81.94,41,33,11,2,General Medicine,No,No,88,3.5,2027,8,81.94,7,30,211,30,3,0,0,0,2,2,Friday,0,82.7,78.82,76.98,58.714285714285715
2027-07-31,Saturday,July,Summer,320,243,75.94,57,55,26,7,ICU,No,No,95,12.5,2027,2,75.94,7,31,212,30,3,1,0,0,3,2,Saturday,2,65.87,78.96,79.64285714285714,57.142857142857146
2027-08-01,Sunday,August,Summer,248,176,70.97,84,83,38,8,Cardiology,No,No,94,2.2,2027,1,70.97,8,1,213,30,3,1,0,0,0,2,Sunday,3,78.0,65.74,83.19000000000001,56.285714285714285
2027-08-02,Monday,August,Summer,335,304,90.75,74,59,19,11,Pediatrics,No,No,84,7.1,2027,15,90.75,8,2,214,31,3,0,0,0,6,2,Monday,1,72.77,79.64,84.07142857142857,63.285714285714285
2027-08-03,Tuesday,August,Summer,440,334,75.91,33,42,13,2,General Medicine,No,No,85,3.5,2027,-9,75.91,8,3,215,31,3,0,0,0,2,2,Tuesday,5,81.94,70.89,77.69714285714285,50.285714285714285
2027-08-04,Wednesday,August,Summer,322,283,87.89,54,41,28,7,Cardiology,No,No,82,6.1,2027,13,87.89,8,4,216,31,3,0,0,0,0,2,Wednesday,6,70.97,84.74,83.64,60.42857142857143
2027-08-05,Thursday,August,Summer,331,301,90.94,85,79,39,11,Orthopedics,No,Yes,91,2.1,2027,6,90.94,8,5,217,31,3,0,0,1,5,2,Thursday,4,66.97,68.84,78.88714285714285,70.85714285714286
2027-08-06,Friday,August,Summer,443,403,90.97,55,55,17,4,Surgery,No,No,81,7.0,2027,0,90.97,8,6,218,31,3,0,0,0,7,2,Friday,0,80.85,72.87,84.14857142857143,56.857142857142854
2027-08-07,Saturday,August,Summer,275,206,74.91,48,39,19,7,Pediatrics,No,No,96,6.5,2027,9,74.91,8,7,219,31,3,1,0,0,6,2,Saturday,2,90.75,91.87,81.64857142857143,61.714285714285715
2027-08-08,Sunday,August,Summer,306,220,71.9,31,26,10,4,Orthopedics,No,No,88,3.0,2027,5,71.9,8,8,220,31,3,1,0,0,5,2,Sunday,3,90.94,69.9,79.17285714285715,67.14285714285714
2027-08-09,Monday,August,Summer,436,414,94.95,86,82,43,9,Pediatrics,No,No,96,2.7,2027,4,94.95,8,9,221,32,3,0,0,0,6,2,Monday,1,74.91,91.77,82.10285714285715,59.714285714285715
2027-08-10,Tuesday,August,Summer,272,244,89.71,83,82,29,11,Maternity,Yes,No,63,4.0,2027,1,89.71,8,10,222,32,3,0,1,0,4,2,Tuesday,5,74.79,90.84,74.78285714285714,90.57142857142857
2027-08-11,Wednesday,August,Summer,415,307,73.98,53,46,13,4,Cardiology,No,No,85,3.7,2027,7,73.98,8,11,223,32,3,0,0,0,0,2,Wednesday,6,87.89,88.92,81.50571428571428,55.285714285714285
2027-08-12,Thursday,August,Summer,415,373,89.88,34,43,11,4,Orthopedics,No,No,84,5.6,2027,-9,89.88,8,12,224,32,3,0,0,0,5,2,Thursday,4,71.9,81.97,80.30285714285715,61.857142857142854
2027-08-13,Friday,August,Summer,198,150,75.76,81,84,32,6,Surgery,No,No,99,5.7,2027,-3,75.76,8,13,225,32,3,0,0,0,7,2,Friday,0,90.97,88.94,82.26571428571428,64.42857142857143
2027-08-14,Saturday,August,Summer,364,240,65.93,69,79,22,11,Emergency,No,No,91,1.3,2027,-10,65.93,8,14,226,32,3,1,0,0,1,2,Saturday,2,82.81,67.98,74.23285714285714,66.0
2027-08-15,Sunday,August,Summer,334,300,89.82,61,56,21,8,Orthopedics,No,No,93,4.3,2027,5,89.82,8,15,227,32,3,1,0,0,5,2,Sunday,3,89.88,80.66,81.61142857142856,58.57142857142857
2027-08-16,Monday,August,Summer,223,173,77.58,83,90,30,10,ICU,No,No,92,12.8,2027,-7,77.58,8,16,228,33,3,0,0,0,3,2,Monday,1,75.94,86.83,78.32142857142857,62.142857142857146
2027-08-17,Tuesday,August,Summer,394,327,82.99,114,121,59,19,General Medicine,No,No,94,3.1,2027,-7,82.99,8,17,229,33,3,0,0,0,2,2,Tuesday,5,75.91,76.82,78.57857142857142,55.285714285714285
2027-08-18,Wednesday,August,Summer,380,250,65.79,112,113,48,15,Surgery,No,No,85,7.5,2027,-1,65.79,8,18,230,33,3,0,0,0,7,2,Wednesday,6,75.76,74.94,80.95857142857143,64.28571428571429
2027-08-19,Thursday,August,Summer,332,308,92.77,66,56,28,9,Surgery,No,No,99,6.4,2027,10,92.77,8,19,231,33,3,0,0,0,7,2,Thursday,4,65.79,68.75,84.39,66.71428571428571
2027-08-20,Friday,August,Summer,210,197,93.81,107,102,35,6,Pediatrics,No,Yes,87,4.5,2027,5,93.81,8,20,232,33,3,0,0,1,6,2,Friday,0,94.95,86.76,83.11,68.0
2027-08-21,Saturday,August,Summer,439,408,92.94,102,101,51,10,General Medicine,No,No,83,3.1,2027,1,92.94,8,21,233,33,3,1,0,0,2,2,Saturday,2,82.99,66.98,82.28714285714285,65.57142857142857
2027-08-22,Sunday,August,Summer,270,253,93.7,40,39,12,7,Cardiology,No,No,80,3.4,2027,1,93.7,8,22,234,33,3,1,0,0,0,2,Sunday,3,73.98,92.84,81.62857142857145,48.42857142857143
2027-08-23,Monday,August,Summer,382,313,81.94,65,70,21,6,Cardiology,No,No,94,3.1,2027,-5,81.94,8,23,235,34,3,0,0,0,0,2,Monday,1,93.7,75.93,82.48714285714287,54.0
2027-08-24,Tuesday,August,Summer,303,239,78.88,65,75,26,9,Pediatrics,No,No,89,3.7,2027,-10,78.88,8,24,236,34,3,0,0,0,6,2,Tuesday,5,93.81,73.81,83.83428571428571,71.71428571428571
2027-08-25,Wednesday,August,Summer,267,184,68.91,66,76,32,11,ICU,No,No,81,14.0,2027,-10,68.91,8,25,237,34,3,0,0,0,3,2,Wednesday,6,77.58,75.71,77.35000000000001,57.142857142857146
2027-08-26,Thursday,August,Summer,225,184,81.78,71,72,32,12,ICU,Yes,No,78,7.6,2027,-1,81.78,8,26,238,34,3,0,1,0,3,2,Thursday,4,68.91,86.79,76.63428571428572,63.0
2027-08-27,Friday,August,Summer,373,320,85.79,99,104,33,5,Pediatrics,No,Yes,89,3.6,2027,-5,85.79,8,27,239,34,3,0,0,1,6,2,Friday,0,78.88,80.77,84.55142857142857,72.57142857142857
2027-08-28,Saturday,August,Summer,362,304,83.98,72,66,20,11,Surgery,No,No,97,4.2,2027,6,83.98,8,28,240,34,3,1,0,0,7,2,Saturday,2,92.77,90.81,83.41428571428571,67.14285714285714
2027-08-29,Sunday,August,Summer,351,319,90.88,81,76,21,12,Emergency,No,No,82,2.1,2027,5,90.88,8,29,241,34,3,1,0,0,1,2,Sunday,3,65.93,69.85,77.23714285714286,68.85714285714286
2027-08-30,Monday,August,Summer,370,318,85.95,104,110,28,5,Emergency,No,No,86,1.2,2027,-6,85.95,8,30,242,35,3,0,0,0,1,2,Monday,1,90.88,67.86,79.82142857142857,72.71428571428571
2027-08-31,Tuesday,August,Summer,404,290,71.78,37,26,11,4,Orthopedics,No,No,91,4.9,2027,11,71.78,8,31,243,35,3,0,0,0,5,2,Tuesday,5,89.82,66.97,82.29857142857142,49.857142857142854
2027-09-01,Wednesday,September,Autumn,362,253,69.89,77,84,28,6,General Medicine,No,Yes,88,4.8,2027,-7,69.89,9,1,244,35,3,0,0,1,2,0,Wednesday,6,92.94,64.81,83.01285714285714,67.57142857142857
2027-09-02,Thursday,September,Autumn,245,161,65.71,111,117,35,7,Emergency,No,No,89,0.7,2027,-6,65.71,9,2,245,35,3,0,0,0,1,0,Thursday,4,85.95,76.47,78.28428571428572,83.85714285714286
2027-09-03,Friday,September,Autumn,257,197,76.65,83,87,39,7,Emergency,No,No,88,0.8,2027,-4,76.65,9,3,246,35,3,0,0,0,1,0,Friday,0,65.71,88.89,76.53571428571429,92.0
2027-09-04,Saturday,September,Autumn,419,368,87.83,97,88,49,15,Orthopedics,No,No,97,2.1,2027,9,87.83,9,4,247,35,3,1,0,0,5,0,Saturday,2,71.78,94.8,81.30285714285715,54.57142857142857
